ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,WQI
7.397371322408986,47.37539536980873,13087.3491341353,8.148103234020024,379.9925623034277,413.5261426832857,14.965505570068311,106.17812076304014,2.9929397208101722,63.145531738018946
6.889388559063052,131.16919913763985,16952.55333009768,8.610119053615668,257.8407622098469,422.3875277007752,11.65592691314916,65.68109501348408,2.9293008007919523,76.5554883160426
7.518150830480554,166.91155732626845,14463.51853140604,7.748034868203317,319.88819776490146,430.14359028700653,16.074069143241577,60.99892707165877,6.138108898559398,69.0938500127992
8.21842388512642,351.0150125872152,17616.0334500709,4.086253463557345,331.33359906474664,500.7489169316944,12.228914924584007,57.64224118633416,6.7966204957899965,60.17538930530877
6.812677300221331,244.52424996270065,20286.79751431049,6.76686635120836,333.63634633598525,365.2226153210605,16.248665112335384,72.02187259518574,2.606676312384751,67.58767571537199
6.812690434440656,93.16147447200869,28697.235890651074,5.266438637624628,340.21984224312325,357.29224067898724,13.177665573857835,72.18532142673487,2.9965083513404434,73.13602083913
8.263370252405913,238.88290315341095,19430.72769035438,6.696091340622889,357.4175927923797,523.929579371438,8.836858623111011,81.2100459700242,5.713784229256217,60.53422939992744
7.6139477833223275,76.21568088493076,9314.994345843259,8.47000635420084,331.583702438186,387.98842064949616,11.052751278557189,51.18300537041579,4.800279989713594,70.30883847974076
6.624420491252038,286.6152843109659,31120.542771961285,7.457726253812459,318.2776687142528,323.95717171383467,12.708755873938147,61.00008194973982,5.014642157981383,64.66906570925545
7.434048034868772,162.3100278545697,15303.278931079683,8.72213629959615,316.6964262136122,386.1896046320104,18.104567071245732,98.48873157158724,5.344901942279586,64.17865599786111
6.62926584575003,192.50910490086633,21530.23658316297,7.512630881070309,308.5393679184658,398.59578118047995,16.703430891587676,69.59345013199987,3.6389017573838864,67.08141155371034
6.627416197143795,306.0637318033752,25572.292055525693,5.052511090496646,364.5017329730746,549.3970182180612,18.871584236966427,63.239610026772056,4.49495488748528,58.40585600761551
7.193569817252827,97.02691451326001,23596.88334722226,3.2187294901408983,307.13886082093944,498.986096990139,18.960905648089575,50.93411575066077,4.378288226047138,75.88035784869885
5.469375804273762,88.2305451909607,30753.436380171806,7.223213142519386,366.8708443603298,516.8016493305794,12.395747586227255,74.09494889313203,2.712262599631809,61.34839227847503
5.620065733989573,153.31205389231962,25832.02514714207,6.679110300473252,333.75996329039486,490.5978913877429,13.434539420723512,82.4962914726791,4.472636414823556,61.57789439609424
6.550169976607222,283.07030808154536,15109.523362423137,5.534581390927177,312.14980772575484,500.69949372922514,12.766160227008385,79.99340233295692,5.856566044224502,62.99701619917547
6.189735103732461,78.45231396185261,39428.4973919333,4.449059125522933,357.7362886297654,369.9534298735746,11.98546818409677,61.85918618225733,3.498800141734958,71.65334628839702
7.2513978660762195,0.0,23554.667706705866,5.897885179790936,303.90184301107524,409.1118275717213,8.475515871990625,71.78003653381658,4.228853873111401,71.02797829781441
6.273580739583031,163.9072913272801,20821.27818702795,6.708262772702836,358.5273616291285,345.8067749581161,13.955756845949473,92.74655098637778,4.310063374016284,65.30343087751848
5.870157038931767,244.13926399287362,29711.403384444566,7.998816735559585,341.5090448476714,408.1609575570373,10.143303218866668,83.1341166747435,3.573003174347094,61.48240930490688
8.172519015137244,296.02093997910634,23995.607567440577,7.28294662235197,309.14701243632317,479.7283992747793,13.897484355397017,53.45339612490689,5.015351856541537,59.18625878662237
6.819378959610772,162.94709103316808,25193.825543514617,9.412100870759094,354.14539261338234,435.76666278497976,20.34731242868895,25.263918966056487,2.979901553117519,68.0602938282302
7.054022563750339,167.0858714307198,41937.4719888055,5.446593915931908,354.8635890275456,529.9184655168236,12.471964711007875,70.74836011334776,5.998968278043901,66.66280664290136
5.860201451029234,292.31205874045975,19799.028573959626,8.32158833808615,379.3007842323983,333.68673662182243,14.584322016884201,78.77709002797492,4.939308342448368,57.72197786725943
6.5644938203798535,50.420664024366346,19457.912847860833,7.070948114693092,371.64588049637183,465.0190680558592,16.71994515742785,48.572408130027796,2.594847098990658,69.04148161225595
7.088738071767893,168.91833798535924,22932.62809609971,8.042003686177877,352.6509608290513,325.13577585045454,14.84087387589772,65.85936764603555,6.54701452732938,66.54559059760423
6.079205138062157,215.23391119400463,30572.127484648307,6.345227705101685,287.89636195164945,432.5341175338914,14.877452563826887,61.780814946030745,4.252152191892393,67.42534922486517
7.300558414676537,235.93749770280274,9947.727758476807,8.607520560835885,430.9434795269623,484.2266738045183,12.91279269893576,67.66858115571519,2.9155787241474225,64.01027611382412
6.519489048064956,159.2154645447294,6275.552868187959,7.442837137517865,276.8553515571276,407.8397946540625,13.304366074816302,57.2848594060846,5.656831787486787,73.72552997629968
6.766645000165378,202.7552809364673,17303.07783503882,5.980832522623376,370.9705269712924,469.09012832695646,11.119968433436515,86.6481759620479,4.742007279172038,66.27385960214005
6.5186347102164826,0.9338117269608404,8928.616327525702,6.981963956630218,350.2513526754519,348.2214132133653,16.538135026668222,68.3675020901242,1.3420604436489425,74.33907618747699
8.48182254760715,147.34012701329215,18601.349219794894,6.64066621159435,286.03430510075543,291.90480174428933,8.775525030157713,51.935729821364,3.2115095241342195,77.58864323177178
6.989202220209653,236.2806970043574,26019.99756903432,7.73376752595669,328.02796244486,469.5623697990242,16.913265015146607,80.67939445749953,4.418646005832316,63.90284691106744
6.1538312568352795,121.41647725962564,14874.009091581891,5.230334875938237,329.84988455021437,564.5208187260587,9.788904845764272,45.77299846413272,0.7606499835360117,77.6451452031923
7.658035929682551,204.7187377271678,10585.387385749262,6.9559724468264585,385.2233086324209,345.3164047864086,16.887821822229956,86.55191004056212,4.127605128081091,62.46621519812332
6.023325080023183,235.74980006421583,22554.697293722784,7.592960878973996,304.46756398879154,522.7755344085436,12.938547421363456,81.85695078756102,4.2369690590578895,60.11520211802534
7.167090876003805,172.5960639313788,28900.34787692136,7.04953496078955,322.52219974302585,428.4738727053129,10.304393935600759,88.23640472513257,2.224762176436266,68.47500614066706
5.43226390089618,213.63710167972567,8440.2124918671,9.020411866583494,239.55721579914947,318.14467826455393,15.73789593523891,63.468058040934146,4.405967329389945,69.38474489461372
5.937451160881255,122.98139477723102,28561.859186447873,8.161034161106578,402.39051172494305,334.479575891827,16.786302605227323,58.06217632346598,4.01119575868755,62.48527019355777
7.157488988695299,183.47109762431626,28538.44962990661,6.98877880488888,290.1812702791972,426.262781868852,12.68576405568939,67.3443481749295,2.213058841172478,73.71458704225812
7.590773263996328,248.8172935671378,29632.68081725302,7.32503364624651,346.07643456956697,392.6430169660717,16.1618316460368,64.6490114183115,5.379340820294238,59.395870929721816
7.137094624951977,212.55783687747473,31747.84171897349,7.443498327223,328.9436868111254,319.96696185934087,7.144746515991949,55.5562194309838,5.2567806921517075,68.26213622533689
6.907481374089407,153.07749843488517,39616.11139727692,7.6049494062502365,329.0799613286664,289.47685750196763,10.0382111307602,57.14202697398972,3.5653943697214583,72.0695328245303
6.759117043528569,217.93731234326344,19151.263611047558,4.261513006503089,365.394479394835,357.2624537658795,17.877226791406187,60.13803444373657,3.7021280149122644,74.18316702923272
5.817182407706058,257.16878325092944,22876.572640622864,6.547710556345979,399.8504984121454,440.50472066648945,13.328992177406251,47.2799410169622,5.089395906393018,60.07837919758702
